age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
32.0,Female,Married,Professional,102000.0,Self-employed,2.8,Mid-size,Rented,23300.0,3,2,4600.0,17400.0,5600.0,17000.0,9100.0,No,0.0,725.0,516100.0,193500.0,Home Appliances EMI,282000.0,12,Not_Eligible,11250.0
48.0,Male,Married,Post Graduate,60300.0,Private,4.1,Mid-size,Own,0.0,3,2,4700.0,20800.0,7600.0,11400.0,10700.0,No,0.0,653.0,93300.0,48000.0,Personal Loan EMI,308000.0,13,Not_Eligible,2040.0
48.0,F,Married,Post Graduate,45100.0,Government,3.7,Startup,Rented,11900.0,3,2,5300.0,0.0,5500.0,9000.0,3200.0,Yes,11700.0,715.0,135600.0,58600.0,Home Appliances EMI,116000.0,35,Not_Eligible,500.0
27.0,Male,Married,Graduate,60200.0,Self-employed,4.7,Small,Own,0.0,2,1,5200.0,0.0,3100.0,16600.0,11400.0,Yes,13600.0,584.0,93400.0,49000.0,Home Appliances EMI,171000.0,36,Not_Eligible,2076.48
39.0,Male,Married,Professional,85567.0,Government,7.8,Startup,Family,0.0,5,4,11100.0,24800.0,5200.0,15900.0,10900.0,No,0.0,721.0,240200.0,126700.0,Education EMI,101000.0,34,Eligible,9735.0
48.0,Male,Married,Graduate,39300.0,Private,6.2,Mid-size,Family,0.0,5,4,0.0,0.0,5100.0,6200.0,6300.0,Yes,5400.0,672.0,90300.0,25000.0,Vehicle EMI,666000.0,13,Not_Eligible,5705.0
38,Male,Married,Professional,69300.0,Government,1.0,Mid-size,Family,0.0,2,1,4400.0,0.0,5700.0,12700.0,11600.0,Yes,10400.0,655.0,444800.0,158900.0,E-commerce Shopping EMI,107000.0,12,Not_Eligible,9432.5
58.0,Female,Married,Post Graduate,148300.0,Private,18.7,Large Indian,Own,0.0,4,3,7900.0,9400.0,18900.0,34600.0,21800.0,No,0.0,738.0,788400.0,434900.0,Education EMI,336000.0,6,Not_Eligible,27850.0
27.0,Male,Single,Graduate,85000.0,Government,0.8,Mid-size,Rented,13900.0,2,1,9900.0,15400.0,10500.0,15200.0,16300.0,No,0.0,850.0,674500.0,373500.0,Home Appliances EMI,35000.0,16,High_Risk,2508.0
48.0,Male,Married,Professional,35600.0,Government,5.2,MNC,Family,0.0,4,3,0.0,0.0,2900.0,6400.0,4800.0,No,0.0,802.0,234400.0,107500.0,Personal Loan EMI,436000.0,26,Not_Eligible,15609.0
32.0,Male,Single,Graduate,39400.0,Private,0.5,MNC,Rented,12000.0,1,0,0.0,0.0,4400.0,9100.0,6400.0,No,0.0,781.0,227200.0,71400.0,Vehicle EMI,1169000.0,30,Not_Eligible,3600.0
27,Female,Single,Graduate,49500.0,Private,0.5,MNC,Rented,15500.0,1,0,0.0,0.0,5300.0,12300.0,4800.0,No,0.0,632.0,96400.0,21600.0,Home Appliances EMI,106000.0,19,Not_Eligible,2969.6
32,Male,Married,Post Graduate,109500.0,Private,4.6,Mid-size,Rented,28700.0,4,3,13500.0,13600.0,9100.0,19700.0,8400.0,Yes,29800.0,750.0,586100.0,312100.0,Home Appliances EMI,233000.0,10,Not_Eligible,500.0
32,Female,Single,Graduate,19400.0,Private,2.0,Startup,Rented,6400.0,1,0,0.0,0.0,2000.0,5300.0,1500.0,Yes,2000.0,687.0,131100.0,54200.0,E-commerce Shopping EMI,47000.0,16,Not_Eligible,847.0
32.0,F,Married,Post Graduate,59400.0,Government,10.0,Startup,Own,0.0,2,1,2100.0,0.0,3200.0,10700.0,10400.0,Yes,8900.0,712.0,336400.0,68300.0,Education EMI,447000.0,15,Not_Eligible,9278.5
38,Female,Married,Professional,27000.0,Government,4.2,MNC,Own,0.0,2,1,0.0,0.0,3100.0,5700.0,2600.0,Yes,6500.0,663.0,,21800.0,Vehicle EMI,870000.0,32,Not_Eligible,2802.8
27.0,Female,Single,High School,46300.0,Private,2.4,Mid-size,Rented,11100.0,2,1,7600.0,0.0,6900.0,9000.0,5700.0,No,0.0,744.0,55000.0,12600.0,E-commerce Shopping EMI,110000.0,16,Not_Eligible,2400.0
58.0,Male,Married,Post Graduate,75100.0,Private,24.7,Startup,Rented,24800.0,4,3,3700.0,21400.0,9200.0,15300.0,9600.0,Yes,11000.0,730.0,240800.0,79600.0,Education EMI,323000.0,43,Not_Eligible,500.0
38,Male,Married,Post Graduate,55400.0,Private,0.9,MNC,Own,0.0,2,1,0.0,0.0,4200.0,12500.0,4800.0,Yes,14800.0,666.0,434900.0,232500.0,Home Appliances EMI,293000.0,29,Not_Eligible,5882.8
48,Female,Single,Post Graduate,66400.0,Private,7.2,Mid-size,Own,0.0,3,2,14300.0,0.0,6600.0,17200.0,6600.0,Yes,13200.0,683.0,215800.0,118500.0,Personal Loan EMI,635000.0,48,Not_Eligible,2975.0
32.0,Female,Married,High School,34100.0,Private,0.5,Large Indian,Own,0.0,4,3,14600.0,0.0,3300.0,5800.0,6100.0,No,0.0,692.0,240100.0,71900.0,Home Appliances EMI,203000.0,36,Not_Eligible,1892.0
48.0,Female,Married,Graduate,41200.0,Private,15.2,MNC,Own,0.0,4,3,11400.0,9400.0,2100.0,6900.0,7600.0,Yes,12000.0,723.0,282200.0,159900.0,Education EMI,70000.0,13,Not_Eligible,500.0
38,Male,Married,High School,63500.0,Private,4.5,Mid-size,Rented,13000.0,2,1,6100.0,10300.0,4600.0,18100.0,8400.0,No,0.0,699.0,489100.0,274800.0,Education EMI,375000.0,38,Not_Eligible,1650.0
27.0,Male,Single,Graduate,26400.0,Private,3.5,Mid-size,Rented,4200.0,2,1,0.0,0.0,3900.0,5700.0,4000.0,No,0.0,645.0,106900.0,47300.0,Personal Loan EMI,779000.0,55,Not_Eligible,3440.0
27,Male,Married,Professional,88800.0,Government,0.7,MNC,Own,0.0,2,1,5200.0,21900.0,9200.0,13500.0,4900.0,No,0.0,733.0,342900.0,158300.0,Home Appliances EMI,153000.0,32,Eligible,17050.0
48.0,Male,Married,Post Graduate,42000.0,Private,3.1,MNC,Rented,8400.0,3,2,0.0,0.0,2300.0,12300.0,8000.0,No,0.0,779.0,333300.0,139300.0,E-commerce Shopping EMI,193000.0,24,Not_Eligible,7260.0
27.0,MALE,Married,Graduate,84200.0,Private,1.4,Startup,Family,0.0,2,1,8400.0,14300.0,10600.0,14100.0,5700.0,No,0.0,720.0,129900.0,72500.0,Home Appliances EMI,154000.0,23,Eligible,12440.0
48.0,Female,Married,High School,12000.0,Private,26.0,Startup,Rented,3200.0,4,3,0.0,0.0,1100.0,1900.0,2300.0,No,0.0,759.0,51100.0,17100.0,E-commerce Shopping EMI,125000.0,6,Not_Eligible,2100.0
38.0,Male,Single,Graduate,44800.0,Government,0.5,Mid-size,Rented,15300.0,2,1,0.0,0.0,4600.0,9100.0,7300.0,No,0.0,715.0,334500.0,146600.0,E-commerce Shopping EMI,132000.0,19,Not_Eligible,4675.0
38.0,Female,Married,Graduate,24700.0,Private,1.6,Large Indian,Family,0.0,3,2,12300.0,15600.0,2500.0,7200.0,2900.0,No,0.0,647.0,162400.0,70900.0,Education EMI,338000.0,44,Not_Eligible,500.0
48,Male,Married,Post Graduate,158000.0,Private,11.7,Startup,Own,0.0,2,1,0.0,18000.0,21100.0,44000.0,10000.0,Yes,45500.0,731.0,906000.0,185700.0,Home Appliances EMI,163000.0,14,Not_Eligible,6790.0
32,Male,Single,Graduate,34000.0,Private,6.6,Mid-size,Rented,10200.0,2,1,0.0,8700.0,3300.0,5900.0,5400.0,Yes,9700.0,642.0,38500.0,21100.0,Home Appliances EMI,231000.0,17,Not_Eligible,500.0
27,Male,Single,Graduate,38000.0,Government,1.3,Large Indian,Own,0.0,2,1,0.0,0.0,4500.0,8100.0,4700.0,No,0.0,646.0,269800.0,112400.0,Home Appliances EMI,133000.0,16,High_Risk,9108.0
38.0,Male,Married,Graduate,18000.0,Private,0.5,MNC,Rented,4600.0,4,3,3200.0,0.0,1600.0,4700.0,1300.0,Yes,3200.0,597.0,97000.0,44600.0,Home Appliances EMI,288000.0,27,Not_Eligible,500.0
32.0,Male,Married,Post Graduate,83400.0,Government,1.1,Mid-size,Family,0.0,2,1,0.0,0.0,6100.0,20900.0,13300.0,No,0.0,850.0,549700.0,139000.0,Home Appliances EMI,261000.0,9,Not_Eligible,28446.0
38,Male,Married,High School,34000.0,Private,0.5,MNC,Rented,11000.0,4,3,13200.0,0.0,4700.0,5700.0,2300.0,No,0.0,744.0,262300.0,54100.0,Personal Loan EMI,880000.0,22,Not_Eligible,500.0
32.0,Female,Single,Graduate,54600.0,Private,0.7,Mid-size,Rented,10000.0,1,0,0.0,0.0,4800.0,15900.0,4200.0,Yes,9200.0,798.0,48100.0,23500.0,Vehicle EMI,1381000.0,71,Not_Eligible,2822.4
58.0,Female,Married,Professional,33400.0,Private,26.3,Large Indian,Own,0.0,4,3,0.0,0.0,2200.0,5500.0,2100.0,No,0.0,706.0,114700.0,23400.0,E-commerce Shopping EMI,21000.0,5,Eligible,11800.0
32.0,Male,Married,Graduate,77300.0,Private,0.5,MNC,Rented,23700.0,4,3,13300.0,7000.0,4400.0,12900.0,5600.0,Yes,18800.0,999.0,195400.0,62300.0,Education EMI,76000.0,21,Not_Eligible,500.0
38.0,Female,Married,Graduate,42200.0,Private,5.8,Large Indian,Rented,8000.0,5,4,5200.0,0.0,5800.0,6800.0,4700.0,No,0.0,678.0,256600.0,90100.0,Home Appliances EMI,109000.0,17,Not_Eligible,6435.0
58,Male,Married,High School,82900.0,Private,5.3,Mid-size,Family,0.0,4,3,12200.0,15500.0,5600.0,22500.0,6300.0,No,0.0,847.0,500200.0,105700.0,Education EMI,245000.0,9,Not_Eligible,13728.0
58.0,Male,Married,Post Graduate,23400.0,Private,8.2,Large Indian,Rented,7000.0,4,3,10400.0,8900.0,1300.0,4300.0,3000.0,No,0.0,767.0,149600.0,75000.0,Home Appliances EMI,118000.0,21,Not_Eligible,500.0
38.0,Male,Married,Graduate,18000.0,Private,2.3,Large Indian,Rented,3300.0,3,2,4900.0,0.0,900.0,4700.0,1200.0,No,0.0,630.0,31100.0,16300.0,Vehicle EMI,885000.0,32,Not_Eligible,960.0
58.0,Female,Married,Graduate,59900.0,Self-employed,20.2,Large Indian,Family,0.0,2,1,0.0,0.0,4900.0,12200.0,8000.0,No,0.0,791.0,363900.0,197500.0,Vehicle EMI,592000.0,12,Not_Eligible,20671.2
38,Female,Married,High School,56200.0,Private,2.1,Mid-size,Own,0.0,5,4,0.0,19300.0,4200.0,15300.0,9500.0,Yes,7900.0,634.0,120000.0,25900.0,Personal Loan EMI,423000.0,18,Not_Eligible,500.0
27.0,Male,Single,Graduate,85700.0,Self-employed,1.2,Mid-size,Own,0.0,2,1,15000.0,19000.0,10500.0,14800.0,7600.0,Yes,9000.0,554.0,532100.0,202700.0,Education EMI,330000.0,26,Not_Eligible,2716.56
32,Female,Married,Graduate,32000.0,Government,1.1,Mid-size,Own,0.0,2,1,9400.0,0.0,3900.0,7700.0,5300.0,No,0.0,742.0,43100.0,13900.0,Education EMI,189000.0,39,Not_Eligible,2280.0
38.0,Male,Married,Graduate,71200.0,Self-employed,8.8,MNC,Rented,17000.0,3,2,7000.0,0.0,6000.0,14000.0,3900.0,No,0.0,756.0,522900.0,294400.0,E-commerce Shopping EMI,51000.0,12,Eligible,13840.2
32.0,Male,Married,Post Graduate,64000.0,Private,6.4,Mid-size,Own,0.0,5,4,0.0,0.0,8900.0,12700.0,6900.0,No,0.0,789.0,145700.0,49000.0,Vehicle EMI,431000.0,47,Eligible,21300.0
48.0,Female,Married,Graduate,70600.0,Private,4.5,Large Indian,Rented,19000.0,3,2,9800.0,0.0,6000.0,18400.0,13100.0,No,0.0,825.0,244600.0,49100.0,Education EMI,220000.0,25,Not_Eligible,2580.0
38.0,Male,Married,Graduate,87200.0,Private,2.9,Small,Family,0.0,2,1,6000.0,0.0,5200.0,20800.0,14500.0,Yes,22800.0,650.0,343600.0,158600.0,Vehicle EMI,513000.0,22,Not_Eligible,6265.0
48.0,Female,Married,Professional,86900.0,Private,0.5,Mid-size,Rented,24700.0,2,1,8300.0,0.0,7500.0,22900.0,10600.0,No,0.0,667.0,102500.0,46600.0,Personal Loan EMI,273000.0,49,Not_Eligible,4128.0
27.0,Male,Married,High School,35400.0,Private,3.7,Large Indian,Rented,10800.0,4,3,2300.0,0.0,5200.0,10400.0,4300.0,No,0.0,664.0,197900.0,70500.0,Personal Loan EMI,765000.0,44,Not_Eligible,1200.0
38.0,Male,Married,Graduate,21600.0,Private,16.0,Mid-size,Rented,6000.0,5,4,13400.0,0.0,2700.0,4400.0,1800.0,No,0.0,778.0,21900.0,12800.0,Vehicle EMI,985000.0,16,Not_Eligible,500.0
38.0,Male,Single,High School,54400.0,Private,2.3,Startup,Rented,17300.0,2,1,11500.0,15000.0,4800.0,10600.0,10600.0,Yes,6200.0,598.0,230500.0,78500.0,Personal Loan EMI,164000.0,19,Not_Eligible,500.0
58.0,Male,Married,High School,75300.0,Private,5.5,Large Indian,Own,0.0,3,2,0.0,0.0,8300.0,15600.0,14400.0,Yes,20100.0,662.0,391600.0,103200.0,Personal Loan EMI,111000.0,13,Not_Eligible,5915.0
32.0,M,Married,Graduate,30500.0,Government,6.3,Large Indian,Own,0.0,5,4,4200.0,22000.0,4200.0,5700.0,3600.0,No,0.0,692.0,232800.0,96500.0,Personal Loan EMI,896000.0,21,Not_Eligible,500.0
58,Male,Married,High School,59600.0,Private,9.8,Large Indian,Rented,13900.0,5,4,12600.0,0.0,6500.0,13200.0,3600.0,Yes,17000.0,764.0,459600.0,224300.0,Home Appliances EMI,266000.0,27,Not_Eligible,500.0
48,Male,Married,Graduate,67200.0,Government,1.8,Startup,Rented,20800.0,3,2,0.0,22100.0,8700.0,18400.0,12900.0,Yes,14800.0,709.0,317500.0,111900.0,Vehicle EMI,1110000.0,74,Not_Eligible,500.0
38.0,Female,Single,High School,57000.0,Self-employed,0.8,Mid-size,Family,0.0,2,1,0.0,13900.0,7800.0,14300.0,4900.0,No,0.0,662.0,394000.0,135800.0,Vehicle EMI,169000.0,35,Eligible,7969.5
58.0,Male,Married,Professional,29700.0,Private,26.1,Large Indian,Rented,8200.0,5,4,10300.0,0.0,4200.0,6100.0,4200.0,Yes,6100.0,724.0,,29400.0,Vehicle EMI,991000.0,71,Not_Eligible,500.0
38.0,Female,Married,High School,37100.0,Government,9.6,Mid-size,Rented,6800.0,5,4,10500.0,0.0,3600.0,6900.0,5200.0,Yes,4300.0,793.0,245100.0,72000.0,Personal Loan EMI,536000.0,58,Not_Eligible,500.0
48,Female,Married,Graduate,34500.0,Private,12.1,Startup,Rented,6600.0,3,2,0.0,15200.0,2600.0,9600.0,4800.0,Yes,7500.0,744.0,63600.0,16200.0,Personal Loan EMI,843000.0,47,Not_Eligible,500.0
32.0,Male,Married,Graduate,21100.0,Private,7.2,Mid-size,Family,0.0,2,1,0.0,9700.0,2600.0,6100.0,3900.0,Yes,5200.0,509.0,150500.0,87900.0,Home Appliances EMI,251000.0,31,Not_Eligible,500.0
32.0,Female,Married,Professional,81300.0,Government,10.0,Mid-size,Rented,16200.0,4,3,5000.0,0.0,4300.0,13900.0,7400.0,Yes,12800.0,811.0,641000.0,224800.0,Personal Loan EMI,875000.0,23,Not_Eligible,11027.94
48.0,male,Married,High School,33700.0,Private,11.1,Small,Own,0.0,3,2,9000.0,0.0,4000.0,8800.0,2300.0,Yes,4900.0,712.0,245600.0,86000.0,Personal Loan EMI,502000.0,23,Not_Eligible,1809.5
48.0,Male,Married,Professional,41000.0,Private,7.3,Large Indian,Rented,9500.0,4,3,13600.0,0.0,5100.0,7800.0,4200.0,Yes,11100.0,606.0,59400.0,14700.0,Home Appliances EMI,292000.0,24,Not_Eligible,500.0
48,Male,Married,Graduate,39500.0,Private,15.3,MNC,Rented,11800.0,5,4,0.0,0.0,2200.0,11300.0,2600.0,No,0.0,764.0,45800.0,26300.0,E-commerce Shopping EMI,180000.0,20,Not_Eligible,5568.0
38.0,Male,Married,Professional,95700.0,Government,3.8,MNC,Own,0.0,4,3,11900.0,0.0,14100.0,18300.0,14100.0,Yes,17800.0,659.0,617500.0,222300.0,Education EMI,318000.0,23,Not_Eligible,8258.25
48.0,Female,Married,Graduate,28600.0,Government,18.3,MNC,Own,0.0,4,3,0.0,0.0,3200.0,6300.0,3200.0,Yes,4800.0,735.0,130200.0,70900.0,Personal Loan EMI,865000.0,45,Not_Eligible,4273.5
38.0,Male,Married,Graduate,39100.0,Private,1.8,Startup,Rented,10800.0,3,2,0.0,6100.0,4900.0,6600.0,3700.0,No,0.0,726.0,281700.0,98000.0,Home Appliances EMI,148000.0,19,Not_Eligible,3850.0
38.0,Female,Married,Graduate,28600.0,Government,1.8,Large Indian,Family,0.0,4,3,0.0,0.0,2900.0,6000.0,2300.0,No,0.0,712.0,182900.0,37800.0,E-commerce Shopping EMI,71000.0,19,Eligible,9570.0
38.0,Male,Single,Post Graduate,103600.0,Self-employed,7.7,Large Indian,Own,0.0,1,0,0.0,0.0,9700.0,27000.0,13600.0,Yes,26700.0,0.0,112200.0,25500.0,Home Appliances EMI,270000.0,14,Not_Eligible,8043.84
49.0,Male,Married,High School,61826.0,Government,0.9,Small,Own,0.0,3,2,0.0,23200.0,8500.0,14000.0,5400.0,No,0.0,812.0,63600.0,22000.0,E-commerce Shopping EMI,182000.0,21,Not_Eligible,5184.0
38.0,Male,Married,Post Graduate,76600.0,Private,8.5,Startup,Rented,19600.0,5,4,5400.0,8800.0,7600.0,22800.0,10900.0,Yes,18300.0,769.0,192200.0,73700.0,Education EMI,276000.0,10,Not_Eligible,500.0
38,Female,Single,Graduate,63200.0,Government,0.5,MNC,Rented,12700.0,2,1,0.0,7700.0,9000.0,17600.0,5000.0,No,0.0,795.0,371800.0,81700.0,Education EMI,169000.0,10,Not_Eligible,6720.0
27.0,Male,Single,Post Graduate,42500.0,Private,3.1,Mid-size,Rented,11200.0,1,0,0.0,0.0,3800.0,11200.0,6000.0,No,0.0,692.0,265500.0,138200.0,Vehicle EMI,920000.0,65,Not_Eligible,5665.0
48.0,Female,Married,Graduate,63600.0,Private,5.7,MNC,Family,0.0,2,1,0.0,0.0,9000.0,14600.0,12300.0,No,0.0,779.0,453700.0,256100.0,Education EMI,175000.0,17,Eligible,18282.0
48.0,Male,Married,Professional,66600.0,Private,11.6,Mid-size,Own,0.0,2,1,0.0,0.0,6400.0,16000.0,12900.0,No,0.0,581.0,174800.0,74200.0,Vehicle EMI,303000.0,36,Eligible,12520.0
58.0,Male,Married,Post Graduate,61600.0,Private,0.6,Mid-size,Own,0.0,3,2,9000.0,0.0,6000.0,13000.0,4700.0,Yes,17700.0,615.0,32900.0,18500.0,Home Appliances EMI,170000.0,22,Not_Eligible,2007.04
48.0,Male,Married,Post Graduate,29500.0,Private,5.5,Small,Family,0.0,3,2,2500.0,0.0,2100.0,7100.0,4000.0,Yes,5000.0,675.0,212200.0,125600.0,Education EMI,453000.0,45,Not_Eligible,3388.0
38.0,Male,Married,Post Graduate,49600.0,Private,11.8,Startup,Rented,16400.0,4,3,0.0,0.0,3800.0,13900.0,9600.0,No,0.0,821.0,269500.0,67800.0,E-commerce Shopping EMI,182000.0,3,Not_Eligible,3540.0
38.0,Male,Married,Post Graduate,55000.0,Private,5.6,Startup,Rented,17800.0,4,3,2900.0,0.0,2800.0,16000.0,10600.0,No,0.0,790.0,54400.0,24400.0,Vehicle EMI,312000.0,76,Not_Eligible,2352.0
38.0,Male,Married,High School,30500.0,Private,0.5,Large Indian,Own,0.0,3,2,0.0,14100.0,3400.0,8400.0,5900.0,Yes,7900.0,644.0,192900.0,75700.0,Home Appliances EMI,159000.0,14,Not_Eligible,500.0
32,Male,Married,Graduate,52500.0,Private,10.0,Large Indian,Rented,9400.0,4,3,4400.0,0.0,5200.0,14300.0,3500.0,Yes,6200.0,681.0,361200.0,198800.0,Vehicle EMI,1334000.0,64,Not_Eligible,3657.5
32.0,Male,Married,Graduate,83000.0,Private,0.5,Large Indian,Family,0.0,2,1,0.0,0.0,9200.0,17100.0,6600.0,Yes,20100.0,656.0,178000.0,88100.0,E-commerce Shopping EMI,84000.0,24,Eligible,8400.0
38.0,Male,Married,Professional,66700.0,Private,2.3,Mid-size,Rented,19800.0,4,3,0.0,0.0,5400.0,14400.0,4400.0,No,0.0,637.0,264800.0,117500.0,Vehicle EMI,1068000.0,61,Not_Eligible,9080.0
32.0,Male,Married,High School,35400.0,Private,10.0,Large Indian,Family,0.0,4,3,4900.0,0.0,5100.0,6000.0,2200.0,Yes,6600.0,623.0,57100.0,24900.0,Home Appliances EMI,91000.0,25,Not_Eligible,2374.4
32,Male,Married,Graduate,93100.0,Private,10.0,MNC,Own,0.0,2,1,14200.0,18500.0,7500.0,21000.0,16700.0,No,0.0,658.0,296500.0,75600.0,Home Appliances EMI,250000.0,31,Not_Eligible,7600.0
38.0,Male,Single,High School,39300.0,Private,0.5,MNC,Rented,9500.0,3,2,4800.0,16200.0,4500.0,6000.0,2300.0,No,0.0,777.0,273900.0,79600.0,Education EMI,434000.0,47,Not_Eligible,500.0
32.0,Female,Married,Post Graduate,44100.0,Private,8.1,Large Indian,Family,19803.0,2,1,0.0,0.0,5700.0,13100.0,6400.0,Yes,9500.0,672.0,54800.0,27800.0,Home Appliances EMI,255000.0,25,Not_Eligible,2632.0
48.0,Male,Married,Graduate,27200.0,Private,1.5,MNC,Own,0.0,3,2,0.0,0.0,2400.0,4600.0,4300.0,Yes,5100.0,599.0,81600.0,40900.0,Home Appliances EMI,279000.0,20,Not_Eligible,3024.0
38.0,Female,Married,High School,48600.0,Private,10.2,MNC,Family,0.0,2,1,0.0,6400.0,4200.0,13200.0,9600.0,Yes,5800.0,644.0,30300.0,9500.0,E-commerce Shopping EMI,34000.0,18,Not_Eligible,2105.6
38.0,Female,Married,Post Graduate,56200.0,Private,1.3,MNC,Rented,11200.0,3,2,5200.0,0.0,7600.0,14700.0,6100.0,No,0.0,724.0,66300.0,31400.0,Home Appliances EMI,162000.0,27,Not_Eligible,4560.0
38,Female,Married,Post Graduate,98800.0,Private,5.9,MNC,Family,0.0,3,2,2000.0,19000.0,6700.0,29500.0,14400.0,No,0.0,808.0,290500.0,119700.0,Education EMI,194000.0,33,Eligible,16320.0
27.0,Male,Single,Graduate,43800.0,Private,2.8,Large Indian,Own,0.0,2,1,8200.0,0.0,3000.0,7200.0,8600.0,Yes,10100.0,678.0,113900.0,49600.0,Personal Loan EMI,256000.0,50,Not_Eligible,2345.0
27.0,Female,Married,Post Graduate,60200.0,Private,0.6,Mid-size,Family,0.0,4,3,0.0,0.0,8900.0,12100.0,7900.0,Yes,10900.0,648.0,330900.0,145300.0,Personal Loan EMI,730000.0,29,Not_Eligible,4569.6
38,Male,Married,Professional,71800.0,Private,11.3,MNC,Own,0.0,2,1,0.0,19300.0,7700.0,18800.0,11800.0,No,0.0,768.0,502700.0,220700.0,E-commerce Shopping EMI,116000.0,3,Not_Eligible,9372.0
38.0,Male,Married,Graduate,29900.0,Private,0.5,MNC,Family,0.0,2,1,12700.0,0.0,4300.0,7600.0,1700.0,No,0.0,706.0,225300.0,90300.0,Personal Loan EMI,146000.0,47,Not_Eligible,1584.0
48,Male,Married,Graduate,31400.0,Private,1.2,Mid-size,Rented,5100.0,2,1,0.0,0.0,2800.0,6900.0,6000.0,Yes,7600.0,651.0,138300.0,32800.0,Vehicle EMI,917000.0,81,Not_Eligible,1050.0
27,Male,Married,Professional,52000.0,Government,1.7,Startup,Own,0.0,3,2,13100.0,0.0,6700.0,13000.0,8400.0,Yes,12300.0,812.0,292500.0,150400.0,Home Appliances EMI,277000.0,6,Not_Eligible,500.0
27.0,Male,Single,Graduate,60200.0,Private,3.0,MNC,Own,0.0,2,1,13000.0,0.0,3700.0,14600.0,5600.0,Yes,12600.0,618.0,434700.0,165200.0,E-commerce Shopping EMI,118000.0,9,Not_Eligible,3295.6
38,Female,Married,Graduate,26400.0,Government,2.6,Small,Own,0.0,3,2,0.0,0.0,2800.0,6300.0,3600.0,No,0.0,702.0,210100.0,64800.0,E-commerce Shopping EMI,45000.0,9,Eligible,7535.0
38.0,Female,Married,Graduate,32700.0,Private,0.9,Mid-size,Own,0.0,3,2,4600.0,0.0,3900.0,7400.0,4900.0,No,0.0,620.0,240100.0,128200.0,E-commerce Shopping EMI,166000.0,22,Not_Eligible,4188.8
32.0,Male,Married,Graduate,36500.0.0,Private,1.5,Large Indian,Rented,8100.0,4,3,2800.0,0.0,2400.0,6600.0,2800.0,No,0.0,669.0,128300.0,63700.0,Vehicle EMI,519000.0,48,Not_Eligible,6900.0
58,Male,Married,Professional,46700.0,Private,25.3,MNC,Own,0.0,5,4,11400.0,0.0,6400.0,13500.0,8500.0,No,0.0,731.0,252100.0,145500.0,Vehicle EMI,1336000.0,55,Not_Eligible,3450.0
48,Male,Married,Graduate,65700.0,Private,1.4,Mid-size,Own,0.0,3,2,6700.0,0.0,9700.0,18200.0,7000.0,No,0.0,771.0,224200.0,109300.0,E-commerce Shopping EMI,108000.0,7,Not_Eligible,14460.0
48.0,Male,Married,Graduate,311786.0,Private,6.9,Large Indian,Family,0.0,3,2,12700.0,0.0,3200.0,5400.0,3600.0,No,0.0,805.0,13000.0,5900.0,Vehicle EMI,432000.0,38,Not_Eligible,500.0
32.0,Male,Married,Post Graduate,61500.0,Private,3.5,Large Indian,Own,0.0,2,1,0.0,0.0,5000.0,15600.0,3600.0,Yes,12600.0,643.0,246600.0,68500.0,Home Appliances EMI,31000.0,14,Eligible,6916.0
38,Female,Married,Professional,76000.0,Private,0.5,Mid-size,Own,0.0,3,2,13900.0,7600.0,4000.0,12100.0,13000.0,Yes,9300.0,741.0,589000.0,153600.0,Vehicle EMI,946000.0,70,Not_Eligible,4958.8
27.0,Male,Single,Graduate,58800.0,Private,0.5,Startup,Family,0.0,1,0,0.0,0.0,5300.0,12300.0,11600.0,Yes,14000.0,661.0,247400.0,100400.0,Home Appliances EMI,100000.0,20,Not_Eligible,4368.0
48,Male,Married,Graduate,62400.0,Private,4.8,Mid-size,Own,0.0,4,3,11700.0,14700.0,4900.0,13700.0,11500.0,Yes,13200.0,697.0,202800.0,119500.0,Personal Loan EMI,58000.0,28,Not_Eligible,500.0
32.0,Female,Single,Graduate,40800.0,Government,1.6,Startup,Rented,13600.0,1,0,0.0,0.0,6000.0,11900.0,6200.0,Yes,9500.0,673.0,150000.0,36900.0,Personal Loan EMI,122000.0,19,Not_Eligible,500.0
48.0,Male,Married,Professional,5329.0,Private,3.0,Startup,Own,0.0,5,4,0.0,24000.0,3800.0,18000.0,9100.0,No,0.0,699.0,217500.0,65400.0,Education EMI,353000.0,26,Not_Eligible,8200.0
38.0,Male,Married,High School,58200.0,Private,5.4,MNC,Own,0.0,4,3,0.0,0.0,8200.0,8800.0,4600.0,Yes,11600.0,799.0,448700.0,184300.0,Education EMI,169000.0,27,Eligible,11550.0
38.0,Male,Married,High School,24700.0,Private,0.6,Mid-size,Rented,7700.0,2,1,14300.0,0.0,2900.0,5700.0,2800.0,Yes,3800.0,702.0,96500.0,32900.0,Vehicle EMI,1220000.0,43,Not_Eligible,500.0
48.0,Female,Single,Professional,102800.0,Private,26.0,MNC,Rented,35600.0,2,1,8900.0,0.0,12000.0,17900.0,16100.0,No,0.0,595.0,216400.0,44300.0,E-commerce Shopping EMI,93000.0,13,Not_Eligible,4920.0
